IP,Latitude,Longitude,PostCode,City,State,Country
149.167.100.1,-27.5167,151.95,4350,Cranley,QLD,AU
149.167.143.1,-33.8699,151.2025,2006,Sydney,NSW,AU
149.167.195.1,-34.6667,150.2167,2530,Penrose,NSW,AU
165.228.2.1,-33.641999999999996,151.1287,2080.0,Mount Kuring-Gai,NSW,AU
165.228.5.1,-12.4351,130.9261,828.0,Berrimah,NT,AU
165.228.31.1,-34.873000000000005,138.4946,5021.0,Adelaide,SA,AU
165.228.40.1,-35.7869,144.5977,2731.0,Moama,NSW,AU
165.228.62.1,-25.2833,152.8667,4655.0,Torquay,QLD,AU
165.228.81.1,-16.9062,145.8662,4871.0,Yarrabah,QLD,AU
165.228.85.1,-27.3935,153.0105,4053.0,Stafford Heights,QLD,AU
165.228.107.1,-19.3,146.8167,4811.0,Oonoonba,QLD,AU
165.228.111.1,-35.05,138.6833,5153.0,Ironbank,SA,AU
165.228.131.1,-34.7649,150.7831,2534.0,Toolijooa,NSW,AU
165.228.164.1,-27.6089,153.1113,4119.0,Underwood,QLD,AU
165.228.165.1,-32.6833,151.6167,2321.0,Woodville,NSW,AU
165.228.170.1,-16.9349,145.7314,4870.0,Mooroobool,QLD,AU
165.228.195.1,-30.7295,150.6539,2346.0,Manilla,NSW,AU
165.228.197.1,-20.2675,148.7147,4802.0,Mandalay,QLD,AU
165.228.237.1,-32.0238,115.8658,6152.0,Salter Point,WA,AU
165.228.243.1,-34.8844,138.6062,5083.0,Nailsworth,SA,AU
165.228.254.1,-28.3004,153.5706,2487.0,Casuarina,NSW,AU
192.111.105.1,-35.3164,150.4361,2538,Milton,NSW,AU
202.12.240.1,-27.9689,153.417,,Southport,QLD,AU
203.13.21.1,-35.3093,149.137,,Barton (16),,AU
203.25.156.1,-37.814,144.96,,Melbourne (6),,AU
203.27.237.1,-33.8749,151.207,,Sydney,NSW,AU
203.35.29.1,-32.1242,115.65899999999999,,Perth,WA,AU
203.35.67.1,-34.7749,139.0491,5235.0,Mount Pleasant,SA,AU
203.35.81.1,-21.1439,148.9421,4753.0,Marian,QLD,AU
203.35.132.1,-37.8349,144.8474,3025.0,Altona,VIC,AU
203.35.208.1,-38.3526,141.6057,3305.0,Portland,VIC,AU
203.36.40.1,-27.995,143.8239,4492.0,Thargomindah,QLD,AU
203.36.82.1,-37.85,144.75,3028.0,Laverton,VIC,AU
203.36.174.1,-36.7167,144.3167,3551.0,Epsom,VIC,AU
203.36.215.1,-34.2811,140.5996,5343.0,Berri,SA,AU
203.37.53.1,-38.3396,144.7413,3943.0,Sorrento,VIC,AU
203.37.91.1,-32.1392,150.3556,2329.0,Merriwa,NSW,AU
203.37.168.1,-27.2571,152.9117,4503.0,Whiteside,QLD,AU
203.37.228.1,-35.0817,142.0153,3490.0,Ouyen,VIC,AU
203.38.160.1,-20.346,148.9519,4803.0,Hamilton Island,QLD,AU
203.38.244.1,-34.4167,150.8667,2500.0,Keiraville,NSW,AU
203.38.246.1,-27.7667,153.0667,4280.0,Stockleigh,QLD,AU
203.38.247.1,-33.9799,151.0903,2220.0,Hurstville,NSW,AU
203.38.248.1,-12.1819,136.78,,Nhulunbuy,NT,AU
203.39.14.1,-34.1855,142.1625,3500.0,Mildura,VIC,AU
203.39.42.1,-30.7078,152.9203,2447.0,Macksville,NSW,AU
203.39.44.1,-37.8101,144.95,3003.0,Melbourne,VIC,AU
203.39.146.1,-38.106,147.0608,3850.0,Sale,VIC,AU
203.39.149.1,-34.485,150.8883,2502.0,Warrawong,NSW,AU
203.39.240.1,-37.4167,145.7167,3711.0,Buxton,VIC,AU
203.39.249.1,-34.0016,119.598,6346.0,Hopetoun,WA,AU
203.40.26.1,-37.6333,146.2667,,Jordan,VIC,AU
203.40.98.1,-33.768,150.6768,2750.0,Jamisontown,NSW,AU
203.40.150.1,-31.3491,150.6487,2341.0,Werris Creek,NSW,AU
203.41.78.1,-34.9274,138.5137,5024.0,Fulham,SA,AU
203.41.110.1,-32.9328,117.1776,6312.0,Narrogin,WA,AU
203.41.133.1,-17.961,122.2127,6726.0,Cable Beach,WA,AU
203.41.153.1,-12.6705,132.836,886.0,Jabiru,NT,AU
203.41.174.1,-35.5054,138.7815,5214.0,Goolwa,SA,AU
203.41.200.1,-37.8229,147.6104,3875.0,Bairnsdale,VIC,AU
203.41.216.1,-30.65,152.8515,2449.0,Bowraville,NSW,AU
203.41.232.1,-35.8147,144.1738,3568.0,Cohuna,VIC,AU
203.42.26.1,-34.0056,150.7403,2570.0,Oran Park,NSW,AU
203.42.30.1,-35.2565,149.44,2621.0,Bungendore,NSW,AU
203.42.36.1,-37.8167,144.7333,3030.0,Derrimut,VIC,AU
203.42.73.1,-36.4333,146.4333,3678.0,Milawa,VIC,AU
203.42.126.1,-32.9073,151.7509,2297.0,Tighes Hill,NSW,AU
203.42.154.1,-35.3167,148.3167,2720.0,Lacmalac,NSW,AU
203.42.164.1,-35.3333,142.4167,3489.0,Tempy,VIC,AU
203.42.223.1,-34.3094,142.1897,3496.0,Red Cliffs,VIC,AU
203.42.248.1,-28.75,153.0167,2470.0,Backmede,NSW,AU
203.43.48.1,-31.9522,115.8614,6848.0,Perth,WA,AU
203.44.32.1,-29.8167,151.2667,2360.0,Elsmore,NSW,AU
203.44.52.1,-38.3137,146.4182,3840.0,Morwell,VIC,AU
203.44.100.1,-37.8205,144.8159,3026.0,Laverton,VIC,AU
203.44.140.1,-31.6466,152.6875,2439.0,Kendall,NSW,AU
203.44.158.1,-34.9476,138.5596,5033.0,Marleston,SA,AU
203.44.200.1,-34.1703,142.1815,2739.0,Buronga,NSW,AU
203.45.11.1,-42.7515,147.2279,7030.0,Granton,TAS,AU
203.45.12.1,-27.3333,153.0667,4017.0,Deagon,QLD,AU
203.45.13.1,-34.95,138.5833,5034.0,Wayville,SA,AU
203.45.57.1,-28.0491,153.4308,4218.0,Mermaid Waters,QLD,AU
203.45.59.1,-30.7191,121.4548,6430.0,Hannans,WA,AU
203.45.64.1,-27.6213,152.7877,4304.0,Silkstone,QLD,AU
203.45.126.1,-36.2,147.75,3705.0,Cudgewa,VIC,AU
203.45.158.1,-12.4292,130.8859,821.0,Winnellie,NT,AU
203.45.207.1,-37.6,144.6,3337.0,Toolern Vale,VIC,AU
203.46.52.1,-34.4867,150.875,2502.0,Lake Heights,NSW,AU
203.46.75.1,-31.659000000000002,148.6258,2827.0,Gilgandra,NSW,AU
203.46.120.1,-34.2412,116.1456,6258.0,Manjimup,WA,AU
203.46.192.1,-27.9643,153.27200000000002,4211.0,Mount Nathan,QLD,AU
203.47.106.1,-33.0799,115.8945,6220.0,Harvey,WA,AU
203.47.174.1,-36.3134,145.0504,3620.0,Kyabram,VIC,AU
203.47.194.1,-26.8017,153.1426,4551.0,Kings Beach,QLD,AU
203.48.0.1,-30.6432,153.0088,2448.0,Nambucca Heads,NSW,AU
203.48.51.1,-34.7,149.8833,2580.0,Carrick,NSW,AU
203.48.92.1,-32.4775,115.7557,6180.0,Lakelands,WA,AU
203.49.38.1,-35.1667,149.3333,2621.0,Bywong,NSW,AU
203.49.130.1,-12.3804,130.8592,810.0,Rapid Creek,NT,AU
203.49.131.1,-35.7349,143.9203,3579.0,Kerang,VIC,AU
203.49.149.1,-28.5741,152.8287,2474.0,Kyogle,NSW,AU
203.49.170.1,-20.844,144.2003,4821.0,Hughenden,QLD,AU
203.50.46.1,-40.9817,148.153,,Gladstone,TAS,AU
203.50.47.1,-25.5371,152.702,,Maryborough,QLD,AU
203.50.78.1,-38.3687,142.498,,Warrnambool,VIC,AU
203.50.81.1,-31.7429,115.772,,Joondalup,WA,AU
203.50.108.1,-41.1574,146.172,,Ulverstone,TAS,AU
203.50.114.1,-30.747,121.475,,Kalgoorlie-Boulder,,AU
203.50.116.1,-38.6045,142.874,,Peterborough,SA,AU
203.50.118.1,-34.1796,139.986,,Waikerie,SA,AU
203.50.128.1,-35.019,137.605,,Yorketown,SA,AU
203.50.131.1,-36.3112,140.773,,Bordertown,SA,AU
203.51.6.1,-35.1685,149.0683,2618.0,Hall,ACT,AU
203.51.92.1,-33.5243,151.201,2083.0,Mooney Mooney,NSW,AU
203.52.44.1,-16.4838,145.4673,4877.0,Port Douglas,QLD,AU
203.52.112.1,-27.6569,152.8072,4306.0,Swanbank,QLD,AU
203.53.72.1,-29.4318,153.1929,2463.0,Maclean,NSW,AU
203.53.112.1,-12.383,130.8517,814.0,Nightcliff,NT,AU
203.53.159.1,-12.4431,130.845,820.0,Stuart Park,NT,AU
203.53.178.1,-38.3667,145.1333,3926.0,Balnarring,VIC,AU
203.58.64.1,-25.3,152.8167,4655.0,Urraween,QLD,AU
203.58.96.1,-33.3477,151.4011,2258.0,Fountaindale,NSW,AU
203.58.112.1,-25.2792,152.8091,4655.0,Eli Waters,QLD,AU
203.58.150.1,-37.1392,140.7218,5271,Naracoorte,SA,AU
203.92.248.1,-33.7737,151.12,,Macquarie Park,NSW,AU
1.0.0.1,-27.4748,153.017,,South Brisbane,,AU
1.0.5.1,-38.0267,145.30100000000002,,Narre Warren (1),,AU
1.40.49.1,-33.7334,150.9139,2763.0,Blacktown,NSW,AU
1.42.43.1,-33.4667,151.3167,2256.0,Koolewong,NSW,AU
1.42.71.1,-34.6749,150.185,,Penrose (Le Mas),,AU
1.43.100.1,-33.4333,151.3667,2250.0,Spring Field,NSW,AU
1.43.130.1,-33.8925,151.0207,2143.0,Potts Hill,NSW,AU
1.44.2.1,-33.7835,151.12,,Macquarie Park,NSW,AU
1.44.24.1,-26.205,152.5865,4570.0,The Palms,QLD,AU
1.44.51.1,-37.4167,145.4167,3717.0,Glenburn,VIC,AU
1.44.86.1,-35.25,141.1,3512.0,Carina,VIC,AU
1.44.89.1,-27.2319,152.7313,4521.0,Laceys Creek,QLD,AU
1.44.105.1,-33.7465,150.7393,2747.0,Werrington County,NSW,AU
1.178.0.1,-27.4712,153.029,,Brisbane (4),,AU
1.178.63.1,-36.8,144.5167,3551.0,Axedale,VIC,AU
1.178.79.1,-27.239,152.4222,4312.0,Esk,QLD,AU
1.178.100.1,-36.9333,144.85,,Majors Line,VIC,AU
1.178.142.1,-36.6895,147.1421,3697.0,Tawonga,VIC,AU
1.178.159.1,-38.1333,144.3167,3218.0,Geelong,VIC,AU
1.178.160.1,-36.6167,143.4667,3475.0,Logan,VIC,AU
1.178.169.1,-33.0423,151.6116,2283.0,Coal Point,NSW,AU
1.178.240.1,-41.571000000000005,147.2474,7212.0,Evandale,TAS,AU
14.1.16.1,-33.584,150.674,,Grose Vale,NSW,AU
14.2.48.1,-34.9395,138.7371,5137.0,Ashton,SA,AU
14.2.56.1,-34.955999999999996,138.7444,5142.0,Uraidla,SA,AU
14.2.78.1,-34.8047,138.6428,5096.0,Para Hills West,SA,AU
14.2.100.1,-34.824,138.7739,5133.0,Inglewood,SA,AU
14.2.133.1,-42.8945,147.3244,7006.0,Sandy Bay,TAS,AU
14.2.236.1,-31.9526,115.851,,Perth (9),,AU
14.102.138.1,-34.9455,138.572,,Keswick,SA,AU
14.137.0.1,-33.8634,151.209,,Sydney,NSW,AU
14.200.233.1,-37.7833,145.0,3068,Victoria Park,VIC,AU
14.202.20.1,-27.5514,153.0325,4107,Brisbane,QLD,AU
14.202.84.1,-27.3211,153.0086,4036,Brisbane,QLD,AU
14.203.112.1,-32.7616,151.5286,2321,Gillieston Heights,NSW,AU
14.203.186.1,-31.9,116.0,6056,Midland,WA,AU
14.203.232.1,-33.8905,151.1007,2136,Strathfield,NSW,AU
27.0.65.1,-34.4593,149.4714,2583.0,Crookwell,NSW,AU
27.0.71.1,-33.7538,151.248,,Frenchs Forest,,AU
27.33.160.1,-26.7595,152.7879,4552,Reesville,QLD,AU
27.50.8.1,-42.8713,147.322,,North Hobart,,AU
27.54.80.1,-31.9593,115.87,,Perth,WA,AU
27.54.81.1,-31.9582,115.866,,Perth (Adelaide Terrace),,AU
27.54.82.1,-31.9275,115.851,,North Perth (2),,AU
27.96.199.1,-33.8864,151.209,,Surry Hills (2),,AU
27.99.9.1,-33.9209,150.8847,2168.0,Miller,NSW,AU
27.99.12.1,-33.771,150.906,,Blacktown,NSW,AU
27.106.196.1,-31.9535,115.85700000000001,,Perth,WA,AU
27.106.199.1,-33.8371,151.208,,North Sydney (1),,AU
27.111.0.1,-26.9,152.3,4306,Moore,QLD,AU
27.111.66.1,-34.0032,150.8111,2566,Varroville,NSW,AU
27.111.82.1,-32.3453,149.4269,2852,Gulgong,NSW,AU
27.112.102.1,-37.8176,144.958,,Melbourne (8),,AU
27.113.243.1,-28.8289,153.6021,2478,Skennars Head,NSW,AU
27.121.64.1,-33.8831,151.196,,Ultimo (4),,AU
27.121.106.1,-33.8723,151.195,,Pyrmont,NSW,AU
27.121.116.1,-31.6,147.2667,,Warrigal,NSW,AU
27.123.225.1,-36.1041,146.6761,3688,Barnawartha,VIC,AU
27.123.226.1,-37.8755,144.5032,3024,Mambourin,VIC,AU
27.124.98.1,-36.4429,148.5001,2627,Jindabyne,NSW,AU
27.124.108.1,-31.9758,151.9086,2422,Gloucester,NSW,AU
27.125.214.1,-36.65,144.0167,3516.0,Derby,VIC,AU
27.125.223.1,-33.1483,115.6952,6233.0,Binningup,WA,AU
27.127.208.1,-27.4978,152.97299999999998,,Indooroopilly,QLD,AU
27.131.76.1,-37.8833,145.3667,3791,Kallista,VIC,AU
27.253.69.1,-37.7371,144.8283,3021,Kealba,VIC,AU
27.253.78.1,-37.8302,144.8709,3015,South Kingsville,VIC,AU
36.255.72.1,-31.4895,115.585,,Two Rocks,WA,AU
36.255.76.1,-38.3463,141.60399999999998,,Portland,VIC,AU
42.241.243.1,-34.9973,138.6074,5062,Lynton,SA,AU
43.225.145.1,-37.8141,144.94,,Docklands (1021&1022),,AU
43.227.124.1,-33.8799,151.237,,Edgecliff,NSW,AU
43.229.64.1,-34.4539,138.357,,Dublin,SA,AU
43.230.48.1,-18.2898,143.548,,Georgetown,QLD,AU
43.230.67.1,-27.4731,153.014,,South Brisbane,,AU
43.230.108.1,-37.8382,144.975,,Melbourne (15),,AU
43.231.200.1,-37.8359,144.974,,Melbourne (12),,AU
43.240.40.1,-37.8377,144.975,,Melbourne (City of Port Phillip),,AU
43.240.96.1,-33.8673,151.204,,Sydney (12),,AU
43.242.248.1,-31.0167,148.3833,,Riverside,NSW,AU
43.245.36.1,-33.8406,151.208,,North Sydney (7),,AU
43.245.64.1,-37.817,144.946,,Docklands,VIC,AU
43.245.132.1,-37.9,145.3833,3792.0,The Patch,VIC,AU
43.245.168.1,-37.8068,145.031,,Kew,VIC,AU
43.246.232.1,-34.2333,140.5667,5342,Monash,SA,AU
43.247.64.1,-27.462,153.024,,Spring Hill (3),,AU
43.247.80.1,-27.6227,153.115,,Woodridge (1),,AU
43.247.131.1,-37.8322,145.056,,Camberwell (4),,AU
43.248.44.1,-34.93,138.612,,Adelaide,SA,AU
43.249.116.1,-37.8167,144.967,,Melbourne (208),,AU
43.250.68.1,-35.3523,149.059,,Weston Creek (Waramanga),,AU
43.250.92.1,-28.5833,151.9667,4377,The Summit,QLD,AU
43.250.248.1,-31.9554,115.859,,Perth,WA,AU
43.251.40.1,-33.8678,151.208,,Sydney,NSW,AU
43.251.109.1,-28.0051,153.428,,Surfers Paradise,QLD,AU
43.251.152.1,-37.8181,144.957,,Melbourne,VIC,AU
43.251.200.1,-37.8156,144.96,,Melbourne (8),,AU
43.252.0.1,-34.9256,138.6,,Adelaide (4),,AU
43.252.20.1,-37.8426,145.069,,Camberwell,VIC,AU
43.252.76.1,-28.104,153.436,,Burleigh Heads,QLD,AU
43.252.125.1,-28.8251,153.4148,2477,Wollongbar,NSW,AU
43.255.46.1,-33.9019,151.2,,Alexandria,NSW,AU
43.255.136.1,-26.3166,151.873,,Wondai,QLD,AU
45.64.56.1,-37.8502,144.994,,Prahran (2),,AU
45.64.148.1,-37.2667,143.5167,3352,Lexton,VIC,AU
45.65.12.1,-37.7981,144.998,,Abbotsford (4),,AU
45.113.94.1,-34.85,138.6,5094,Gepps Cross,SA,AU
45.114.188.1,-30.4843,152.692,,Darkwood,,AU
45.115.68.1,-32.5719,149.6058,2850.0,Bombira,NSW,AU
45.115.69.1,-32.4333,149.5833,,Mudgee,NSW,AU
45.115.116.1,-27.4942,153.02200000000002,,Dutton Park,,AU
45.115.128.1,-33.8399,151.21,,North Sydney,,AU
45.115.204.1,-27.5775,153.096,,Eight Mile Plains (1),,AU
45.116.108.1,-37.3667,143.4167,3373,Waterloo,VIC,AU
45.116.131.1,-33.8383,151.21,,North Sydney (8),,AU
45.117.24.1,-27.4238,153.034,,Lutwyche,QLD,AU
45.119.220.1,-30.0901,145.9454,2840,Bourke,NSW,AU
45.123.104.1,-38.4523,145.2386,3922,Cowes,VIC,AU
45.124.40.1,-29.4265,153.239,,Harwood,,AU
45.124.52.1,-27.4971,152.976,,Indooroopilly,QLD,AU
45.126.24.1,-33.7266,150.98,,Castle Hill (2a),,AU
45.248.52.1,-37.8322,145.148,,Blackburn South (4),,AU
45.248.76.1,-34.9038,138.57,,Hindmarsh,SA,AU
45.248.140.1,-37.8184,144.963,,Melbourne (1),,AU
49.2.1.1,-33.8968,151.194,,Eveleigh (8),,AU
49.2.3.1,-33.1354,151.5829,2259.0,Gwandalan,NSW,AU
49.2.67.1,-15.2,143.85,,Kalinga,QLD,AU
49.3.64.1,-38.5404,143.9764,3232.0,Lorne,VIC,AU
49.3.109.1,-37.7759,144.8014,3022.0,Ardeer,VIC,AU
49.128.242.1,-32.1587,115.77799999999999,,Henderson,WA,AU
49.143.248.1,-37.8095,144.97,,Melbourne (26),,AU
49.178.38.1,-34.9486,138.5746,5035.0,Everard Park,SA,AU
49.180.6.1,-34.4278,150.893,,Wollongong,NSW,AU
49.180.78.1,-33.9353,151.1257,2207.0,Bardwell Park,NSW,AU
49.181.128.1,-33.7481,150.8156,2770.0,Dharruk,NSW,AU
49.182.136.1,-29.0495,152.0195,2372.0,Tenterfield,NSW,AU
49.183.24.1,-42.7167,147.0333,7140.0,Magra,TAS,AU
49.183.65.1,-37.695,145.064,,Bundoora,VIC,AU
49.183.96.1,-37.6,145.4167,3775.0,Dixons Creek,VIC,AU
49.183.133.1,-31.7469,116.4587,6562.0,Bakers Hill,WA,AU
49.184.106.1,-38.031,145.344,,Berwick,VIC,AU
49.187.101.1,-27.2258,153.106,,Redcliffe,QLD,AU
49.188.71.1,-37.795,144.816,,Sunshine West,,AU
49.189.9.1,-33.5983,150.685,2753.0,Grose Wold,NSW,AU
49.189.140.1,-37.85,145.3667,3788.0,Olinda,VIC,AU
49.190.42.1,-32.7726,151.856,2318.0,Williamtown,NSW,AU
49.190.45.1,-33.8743,150.8418,2178.0,Cecil Park,NSW,AU
49.190.47.1,-32.9833,151.5833,2283.0,Fassifern,NSW,AU
49.190.49.1,-33.5362,150.7739,2756.0,Glossodia,NSW,AU
49.192.159.1,-33.85,151.15,2046.0,Canada Bay,NSW,AU
49.193.27.1,-27.6487,153.3812,4184.0,Russell Island,QLD,AU
49.193.37.1,-26.7836,153.1377,4551.0,Dicky Beach,QLD,AU
49.195.242.1,-33.425,151.342,,Gosford,NSW,AU
49.196.229.1,-22.6856,117.7906,6751.0,Tom Price,WA,AU
49.196.253.1,-27.7105,114.165,6536.0,Kalbarri,WA,AU
49.197.3.1,-28.1,153.2167,4211.0,Beechmont,QLD,AU
49.197.30.1,-27.4978,153.0135,4072.0,Brisbane,QLD,AU
49.197.46.1,-27.4698,153.025,,Brisbane,QLD,AU
49.197.134.1,-25.6077,152.7144,4650.0,Bidwill,QLD,AU
49.197.162.1,-28.0667,153.2667,4211.0,Advancetown,QLD,AU
49.198.15.1,-27.4756,151.8141,4400.0,Kingsthorpe,QLD,AU
49.199.49.1,-38.474000000000004,145.944,,Leongatha,VIC,AU
49.255.167.1,-31.9106,115.8055,6017.0,Herdsman,WA,AU
58.6.14.1,-31.9,116.05,6056.0,Greenmount,WA,AU
58.6.39.1,-31.0186,152.9503,2440.0,Gladstone,NSW,AU
58.6.43.1,-35.9547,146.8885,2642.0,Jindera,NSW,AU
58.6.52.1,-34.0267,150.7707,2557.0,Gregory Hills,NSW,AU
58.6.62.1,-27.4301,153.0379,4010.0,Albion,QLD,AU
58.6.83.1,-31.4998,115.5874,6037.0,Two Rocks,WA,AU
58.6.90.1,-35.31,149.1933,2608.0,Canberra,ACT,AU
58.6.93.1,-31.8279,149.7156,2843.0,Coolah,NSW,AU
58.6.115.1,-23.3476,150.5445,4701.0,Frenchville,QLD,AU
58.7.31.1,-32.1764,115.7746,6166.0,Henderson,WA,AU
58.7.32.1,-12.45,130.8167,820.0,Larrakeyah,NT,AU
58.7.200.1,-27.8234,153.0965,4207.0,Yarrabilba,QLD,AU
58.65.253.1,-37.804,144.965,,Carlton,VIC,AU
58.65.254.1,-34.908,138.546,,Flinders Park,,AU
58.84.206.1,-31.8651,115.898,,Malaga,WA,AU
58.84.208.1,-31.9587,115.867,,Perth (2),,AU
58.84.216.1,-12.7941,131.1254,822,Acacia Hills,NT,AU
58.96.55.1,-27.6892,152.8954,4124,Spring Mountain,QLD,AU
58.96.146.1,-33.2833,151.5667,2263.0,Norah,NSW,AU
58.105.64.1,-34.9716,138.5952,5041.0,Westbourne Park,SA,AU
58.105.128.1,-33.8688,151.209,,Sydney,NSW,AU
58.106.19.1,-23.5,150.2833,4702.0,Warren,QLD,AU
58.106.236.1,-33.8258,151.171,,Longueville,NSW,AU
58.109.203.1,-32.9437,151.6808,2289.0,Garden Suburb,NSW,AU
58.110.211.1,-34.4167,150.8875,2500.0,Gwynneville,NSW,AU
58.111.79.1,-26.3632,152.986,4565.0,Cooroibah,QLD,AU
58.178.4.1,-34.2553,146.0985,2680.0,Beelbangera,NSW,AU
58.178.18.1,-33.7221,150.92600000000002,2768.0,Stanhope Gardens,NSW,AU
58.178.28.1,-34.330999999999996,146.0414,2680.0,Hanwood,NSW,AU
58.178.53.1,-34.2558,150.634,2574.0,Pheasants Nest,NSW,AU
58.178.66.1,-31.9,152.5333,2430.0,Cundletown,NSW,AU
58.178.69.1,-28.6522,153.5585,2479.0,Mcleods Shoot,NSW,AU
58.178.185.1,-42.7816,147.5627,7171.0,Midway Point,TAS,AU
58.178.230.1,-35.1188,138.4734,5166.0,O'Sullivan Beach,SA,AU
58.179.92.1,-27.7833,153.3167,4208.0,Norwell,QLD,AU
58.179.95.1,-27.5868,151.9625,4350.0,Centenary Heights,QLD,AU
58.179.153.1,-42.7507,147.2648,7030.0,Herdsmans Cove,TAS,AU
58.179.184.1,-38.339,143.5849,3250.0,Colac,VIC,AU
58.179.189.1,-36.8067,144.3549,3551.0,Strathfieldsaye,VIC,AU
58.179.223.1,-32.2333,115.8223,6167.0,Orelia,WA,AU
58.179.240.1,-35.1068,138.4929,5160.0,Lonsdale,SA,AU
59.100.35.1,-12.374,130.8822,810.0,Casuarina,NT,AU
59.100.48.1,-34.972,138.578,,Clarence Gardens,SA,AU
59.100.60.1,-33.8811,151.188,,Glebe,NSW,AU
59.100.61.1,-37.8202,145.00799999999998,,Richmond (180),,AU
59.100.72.1,-41.0525,145.907,,Burnie,TAS,AU
59.100.227.1,-12.4731,130.9721,830.0,Durack,NT,AU
59.101.30.1,-34.4877,150.339,2577.0,Berrima,NSW,AU
59.101.64.1,-35.9125,150.0814,2537.0,Moruya,NSW,AU
59.101.82.1,-35.6654,150.29399999999998,2536.0,Durras,NSW,AU
59.101.97.1,-35.9833,150.1,2537.0,Bergalia,NSW,AU
59.101.108.1,-33.4436,149.9763,2847.0,Portland,NSW,AU
59.101.138.1,-36.0105,150.1483,2537.0,Bingie,NSW,AU
59.101.203.1,-38.0168,145.9545,3831.0,Neerim South,VIC,AU
59.153.8.1,-33.8201,151.201,,Naremburn (4),,AU
59.154.32.1,-33.7838,151.12,,Macquarie Park,NSW,AU
59.167.74.1,-20.4014,148.58,,Proserpine,QLD,AU
59.167.147.1,-21.6833,148.6833,4742.0,Nebo,QLD,AU
59.191.232.1,-33.92,150.924,,Liverpool,NSW,AU
60.240.99.1,-34.7334,138.6025,5110,Burton,SA,AU
60.240.113.1,-37.65,145.3333,3775,Yarra Glen,VIC,AU
61.14.12.1,-33.8844,151.197,,Sydney,NSW,AU
61.68.84.1,-35.2259,149.05,2615.0,Florey,ACT,AU
61.68.119.1,-35.1682,149.1461,2914.0,Forde,ACT,AU
61.68.169.1,-34.885999999999996,138.6271,5081.0,Vale Park,SA,AU
61.69.10.1,-37.8091,144.97899999999998,,East Melbourne,,AU
61.69.28.1,-31.9398,116.00299999999999,,High Wycombe,WA,AU
61.69.41.1,-33.8643,151.209,,Sydney (8),,AU
61.88.48.1,-28.6572,151.9337,4380.0,Stanthorpe,QLD,AU
61.245.152.1,-34.0991,139.659,5320,Morgan,SA,AU
61.245.155.1,-33.8332,138.6106,5453,Clare,SA,AU
101.2.192.1,-27.4565,153.035,,Fortitude Valley,QLD,AU
101.112.6.1,-34.1806,142.2265,2738.0,Gol Gol,NSW,AU
101.112.13.1,-33.8386,151.20600000000002,,North Sydney (7),,AU
101.112.32.1,-32.0349,115.9223,6148.0,Ferndale,WA,AU
101.112.193.1,-33.846,151.2119,1565.0,Milsons Point,NSW,AU
101.112.211.1,-35.2175,149.077,2617.0,McKellar,ACT,AU
101.117.48.1,-32.4404,150.452,2328.0,Denman,NSW,AU
101.128.4.1,-33.8655,151.196,,Pyrmont (12),,AU
103.1.60.1,-33.9214,151.188,,Mascot,NSW,AU
103.1.212.1,-34.9258,138.605,,Adelaide (317),,AU
103.1.213.1,-34.9259,138.605,,Adelaide (Suite 317),,AU
103.1.216.1,-27.395,153.042,,Wavell Heights,QLD,AU
103.2.188.1,-33.8373,151.209,,North Sydney (18),,AU
103.3.146.1,-38.080999999999996,145.2077,3977,Sandhurst,VIC,AU
103.4.134.1,-37.8103,144.947,,West Melbourne,,AU
103.4.192.1,-37.826,145.151,,Blackburn,VIC,AU
103.4.205.1,-33.8636,151.205,,Sydney,NSW,AU
103.5.29.1,-33.8815,151.204,,Haymarket (8),,AU
103.5.68.1,-31.9574,115.866,,Perth (13),,AU
103.5.89.1,-33.7734,150.696,,South Penrith,,AU
103.5.92.1,-33.8696,151.204,,Sydney (32),,AU
103.5.96.1,-35.0333,149.25,2620,Gundaroo,NSW,AU
103.5.104.1,-27.8685,153.349,,Hope Island,QLD,AU
103.6.105.1,-33.8504,151.059,,Lidcombe,NSW,AU
103.6.216.1,-33.9519,150.905,,Casula,NSW,AU
103.7.51.1,-27.4649,153.028,,Brisbane,QLD,AU
103.7.98.1,-33.8402,151.02700000000002,,Auburn,NSW,AU
103.7.138.1,-35.2729,149.131,,Braddon (2),,AU
103.7.188.1,-37.8082,144.961,,Melbourne (1),,AU
103.8.28.1,-38.1938,143.6413,3251.0,Beeac,VIC,AU
103.8.29.1,-37.8469,144.97899999999998,,Melbourne (City of Port Phillip),,AU
103.8.239.1,-33.6767,151.304,,Mona Vale,NSW,AU
103.9.48.1,-35.2622,149.13299999999998,,Braddon (2),,AU
103.9.56.1,-37.8215,145.126,,Box Hill,VIC,AU
103.10.8.1,-31.9361,115.79299999999999,,Floreat,WA,AU
103.10.72.1,-34.9685,138.608,,Hawthorn,VIC,AU
103.11.76.1,-26.5847,153.096,,Marcoola,QLD,AU
103.11.142.1,-33.8712,151.205,,Sydney,NSW,AU
103.11.144.1,-35.236999999999995,149.065,,Belconnen,ACT,AU
103.11.160.1,-28.0337,153.347,,Worongary,QLD,AU
103.11.165.1,-31.734,115.728,,Iluka,NSW,AU
103.11.212.1,-32.6667,152.0167,2324,Carrington,NSW,AU
103.12.3.1,-33.8263,151.197,,Wollstonecraft (56),,AU
103.12.22.1,-37.8258,144.998,,Richmond,VIC,AU
